intent,example_sentence,response_template
medication_info,Antibiyotik,Antibiyotik kullanımı: ⏰ Düzenli saatlerde alın. 💊 Kuru tamam bitin (yarıda bırakmayın). 🥛 Probiyotik ekleyin. 🚫 Alkol ile kullanmayın. 💊 Mide koruyucu kullanın. Yan etki görürseniz doktora danışın.
medication_info,Vitamin,Vitamin kullanımı: ☀️ D vitamini (günde 1000 IU). 🍊 C vitamini (günde 1000mg). 💊 B kompleks. 🐟 Omega-3. 🍽️ Yemek ile alın. 🩸 Yılda 1 kez vitamin seviyenizi kontrol ettirin.
medication_info,Aspirin,Aspirin kullanımı: 💊 Ağrı için 500mg (max günde 3 kez). 💓 Kalp koruma için 100mg (günde 1). 🥛 Mide koruyucu ile alın. 🚫 18 yaş altı kullanmasın. Kanama riski varsa doktora danışın.
medication_info,Parol,Parol kullanımı: 💊 500mg tablet günde max 4 kez (6 saat ara ile). 👶 Çocuklarda doz vücut ağırlığına göre. 🍽️ Yemek ile veya sonrasında alın. ⚠️ Alkol ile kullanmayın. Karaciğer hastalığı varsa dikkat.
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Ağrı kesici,"Ağrı kesici hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Vitamin,"Vitamin hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Soğuk algınlığı ilacı,"Soğuk algınlığı ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Mide ilacı,"Mide ilacı hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
medication_info,Antibiyotik,"Antibiyotik hakkında size kullanım şekli, dozaj ve dikkat edilmesi gerekenler konusunda bilgi verebilirim. Mutlaka doktor veya eczacı kontrolünde kullanın."
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
