intent,example_sentence,response_template
health_advice,Bağışıklık,Sağlıklı yaşam için Bağışıklık konusunda önerilerim var.
health_advice,Su içme,Sağlıklı yaşam için Su içme konusunda önerilerim var.
health_advice,Göz sağlığı,Sağlıklı yaşam için Göz sağlığı konusunda önerilerim var.
health_advice,Kemik sağlığı,Sağlıklı yaşam için Kemik sağlığı konusunda önerilerim var.
health_advice,Su içme,Sağlıklı yaşam için Su içme konusunda önerilerim var.
health_advice,Adölesan sağlığı,Sağlıklı yaşam için Adölesan sağlığı konusunda önerilerim var.
health_advice,Vitamin,Sağlıklı yaşam için Vitamin konusunda önerilerim var.
health_advice,Sigara,Sağlıklı yaşam için Sigara konusunda önerilerim var.
health_advice,Vitamin,Sağlıklı yaşam için Vitamin konusunda önerilerim var.
health_advice,Göz sağlığı,Sağlıklı yaşam için Göz sağlığı konusunda önerilerim var.
health_advice,Çocuk sağlığı,Sağlıklı yaşam için Çocuk sağlığı konusunda önerilerim var.
health_advice,Mental sağlık,Sağlıklı yaşam için Mental sağlık konusunda önerilerim var.
health_advice,Göz sağlığı,Sağlıklı yaşam için Göz sağlığı konusunda önerilerim var.
health_advice,Beyin sağlığı,Sağlıklı yaşam için Beyin sağlığı konusunda önerilerim var.
health_advice,Yaşlı sağlığı,Sağlıklı yaşam için Yaşlı sağlığı konusunda önerilerim var.
health_advice,Egzersiz,Sağlıklı yaşam için Egzersiz konusunda önerilerim var.
health_advice,Kadın sağlığı,Sağlıklı yaşam için Kadın sağlığı konusunda önerilerim var.
health_advice,Uyku düzeni,Sağlıklı yaşam için Uyku düzeni konusunda önerilerim var.
medication_info,Aspirin,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Serum,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Aşı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Bitkisel ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Homopatik ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Aspirin,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç kullanımı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Homopatik ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İgne,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç saklama,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Mineral takviyesi,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Nurofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Aşı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Çocuklarda ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Ağrı kesici,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Kapsül,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Aspirin,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İgne,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Homopatik ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Tablet,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Antibiyotik,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Şurup,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç kullanımı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Şurup,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İgne,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Damla,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Tablet,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Nurofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Yan etki,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Aşı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç kullanımı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Nurofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Bitkisel ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç saklama,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Çocuklarda ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Aşı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç etkileşimi,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Kapsül,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Parol,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Merhem,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İbuprofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Probiyotik,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Ağrı kesici,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Antibiyotik,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Şurup,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Homopatik ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Merhem,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Bitkisel ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Bitkisel ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İgne,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Vitamin hapı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Tablet,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İbuprofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Kapsül,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Şurup,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Yan etki,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Tablet,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Yan etki,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Bitkisel ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç kullanımı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Merhem,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İgne,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Tablet,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Vitamin hapı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Merhem,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Damla,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Nurofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Damla,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç etkileşimi,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Kapsül,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İgne,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Probiyotik,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç saklama,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Antibiyotik,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç kullanımı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Kapsül,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç kullanımı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Mineral takviyesi,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Tablet,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Vitamin hapı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Şurup,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Mineral takviyesi,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Tablet,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Nurofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Damla,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Reçetesiz ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Nurofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Çocuklarda ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç kullanımı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç kullanımı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Damla,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Hamilelikte ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Nurofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Parol,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Damla,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç saklama,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Ağrı kesici,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Vitamin hapı,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Ağrı kesici,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İlaç saklama,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Merhem,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Kapsül,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Hamilelikte ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Homopatik ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Nurofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Şurup,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Ağrı kesici,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Hamilelikte ilaç,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İgne,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,İbuprofen,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
medication_info,Antibiyotik,İlaç kullanımı konusunda mutlaka doktor veya eczacı tavsiyesi alın.
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ciddi mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ciddi mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tıbbi işlem,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tedavi planı,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tıbbi işlem,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Test sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tedavi planı,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tedavi planı,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İdrar testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,MR sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Teşhis koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,MR sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hangi hastalık,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İdrar testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hangi hastalık,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ne yapmalıyım,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tıbbi işlem,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ciddi mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İdrar testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Sağlık raporu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,MR sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Biyopsi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İdrar testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tedavi planı,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kesin çözüm,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,MR sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Röntgen yorumla,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Röntgen yorumla,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,MR sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hangi hastalık,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kesin çözüm,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ciddi mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hangi hastalık,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hangi hastalık,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Teşhis koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Biyopsi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Muayene et,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Muayene et,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tanı koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Muayene et,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Sağlık raporu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Sağlık raporu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ciddi mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tıbbi işlem,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kesin çözüm,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hastalık teşhisi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Muayene et,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tıbbi işlem,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tedavi planı,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tanı koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İdrar testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Teşhis koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Test sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hastalık teşhisi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Sağlık raporu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,İlaç reçetesi yaz,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tahlil sonucu,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Reçete ver,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Muayene et,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tanı koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kesin çözüm,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Doktor yerine geç,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Röntgen yorumla,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat öner,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Kan testi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Biyopsi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Teşhis koy,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ne yapmalıyım,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Tomografi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Ameliyat gerekli mi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Hastalık teşhisi,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
rejection,Muayene et,"Üzgünüm, bu konuda kesin yanıt veremem. Doktor kontrolü öneriyorum."
doctor_referral,Dış doktoru,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Jinekolog,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Psikiyatrist,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Eczacı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Nöroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Sağlık ocağı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Laborant,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Ambulans,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Eczacı,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Kulak burun boğaz,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Uzman branş,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
doctor_referral,Nöroloji,Şikayetinize göre uygun doktor önerisinde bulunabilirim.
